DATE,wind,temp,hour,targVar,RateOfChange0.5,RateOfChange2,RateOfChange4,MovingAverage2,MovingAverage4
2018-01-01T04:15:00,57,-280,4,48.125,-10,-1.25,0,63.25,59.875
2018-01-01T04:55:00,41,-290,4,50.125,-16,-6.5,-1.25,56.75,58.625
2018-01-01T05:15:00,41,-280,5,51.375,0,-5.25,-1.25,51.5,57.375
2018-01-01T05:55:00,41,-290,5,51.375,0,-6.5,-2.625,45,54.75
2018-01-01T06:15:00,46,-290,6,50.125,5,-2.75,-2,42.25,52.75
2018-01-01T06:55:00,62,-280,6,45.625,16,5.25,-0.625,47.5,52.125
2018-01-01T07:15:00,62,-280,7,43,0,5.25,0,52.75,52.125
2018-01-01T07:55:00,46,-290,7,39.875,-16,1.25,-2.625,54,49.5
2018-01-01T08:15:00,46,-280,8,36,0,0,-1.375,54,48.125
2018-01-01T08:55:00,57,-290,8,30.75,11,-1.25,2,52.75,50.125
2018-01-01T09:15:00,51,-290,9,27,-6,-2.75,1.25,50,51.375
2018-01-01T09:55:00,41,-290,9,24.5,-10,-1.25,0,48.75,51.375
2018-01-01T10:15:00,36,-290,10,23.875,-5,-2.5,-1.25,46.25,50.125
2018-01-01T10:55:00,26,-300,10,23.25,-10,-7.75,-4.5,38.5,45.625
2018-01-01T11:15:00,41,-290,11,20.75,15,-2.5,-2.625,36,43
2018-01-01T11:55:00,21,-310,11,20.75,-20,-5,-3.125,31,39.875
2018-01-01T12:15:00,15,-300,12,22.125,-6,-5.25,-3.875,25.75,36
2018-01-01T13:15:00,15,-320,13,22.875,0,-2.75,-5.25,23,30.75
2018-01-01T13:55:00,21,-320,13,22.875,6,-5,-3.75,18,27
2018-01-01T14:15:00,21,-310,14,22.875,0,0,-2.5,18,24.5
2018-01-01T14:55:00,31,-300,14,23.5,10,4,-0.625,22,23.875
2018-01-01T15:15:00,21,-290,15,24.125,-10,1.5,-0.625,23.5,23.25
2018-01-01T15:55:00,21,-300,15,25.375,0,0,-2.5,23.5,20.75
2018-01-01T16:15:00,21,-290,16,26,0,0,0,23.5,20.75
2018-01-01T16:55:00,26,-270,16,26.625,5,-1.25,1.375,22.25,22.125
2018-01-01T17:15:00,21,-270,17,27.25,-5,0,0.75,22.25,22.875
2018-01-01T17:55:00,21,-250,17,27.875,0,0,0,22.25,22.875
2018-01-01T18:15:00,21,-240,18,27.875,0,0,0,22.25,22.875
2018-01-01T18:55:00,36,-240,18,26.625,15,2.5,0.625,24.75,23.5
2018-01-01T19:15:00,26,-230,19,25.25,-10,1.25,0.625,26,24.125
2018-01-01T19:55:00,31,-240,19,25.25,5,2.5,1.25,28.5,25.375
2018-01-01T20:15:00,26,-230,20,26.5,-5,1.25,0.625,29.75,26
2018-01-01T20:55:00,31,-230,20,26.5,5,-1.25,0.625,28.5,26.625
2018-01-01T21:15:00,26,-230,21,28.375,-5,0,0.625,28.5,27.25
2018-01-01T21:55:00,26,-240,21,28.375,0,-1.25,0.625,27.25,27.875
2018-01-01T22:15:00,21,-240,22,29,-5,-1.25,0,26,27.875
2018-01-01T22:55:00,26,-240,22,30.875,5,-1.25,-1.25,24.75,26.625
2018-01-02T02:15:00,15,-290,2,34.125,-11,-2.75,-1.375,22,25.25
2018-01-02T02:55:00,31,-290,2,34.75,16,1.25,0,23.25,25.25
2018-01-02T03:15:00,36,-290,3,35.375,5,3.75,1.25,27,26.5
2018-01-02T03:55:00,31,-280,3,36.625,-5,1.25,0,28.25,26.5
2018-01-02T04:15:00,41,-280,4,36.625,10,6.5,1.875,34.75,28.375
2018-01-02T04:55:00,26,-280,4,38.5,-15,-1.25,0,33.5,28.375
2018-01-02T05:15:00,26,-280,5,39.75,0,-2.5,0.625,31,29
2018-01-02T05:55:00,41,-270,5,40.375,15,2.5,1.875,33.5,30.875
2018-01-02T06:15:00,41,-270,6,42.375,0,0,3.25,33.5,34.125
2018-01-02T06:55:00,36,-270,6,45.625,-5,2.5,0.625,36,34.75
2018-01-02T07:15:00,41,-280,7,48.25,5,3.75,0.625,39.75,35.375
2018-01-02T07:55:00,41,-270,7,50.875,0,0,1.25,39.75,36.625
2018-01-02T08:15:00,41,-250,8,53.5,0,0,0,39.75,36.625
2018-01-02T08:55:00,41,-230,8,57.375,0,1.25,1.875,41,38.5
2018-01-02T09:15:00,36,-230,9,61.875,-5,-1.25,1.25,39.75,39.75
2018-01-02T09:55:00,46,-220,9,64.5,10,1.25,0.625,41,40.375
2018-01-02T10:15:00,57,-210,10,65.125,11,4,2,45,42.375
2018-01-02T10:55:00,62,-210,10,66.375,5,5.25,3.25,50.25,45.625
2018-01-02T11:15:00,62,-210,11,67.625,0,6.5,2.625,56.75,48.25
2018-01-02T11:55:00,62,-220,11,68.875,0,4,2.625,60.75,50.875
2018-01-02T12:15:00,62,-210,12,69.5,0,1.25,2.625,62,53.5
2018-01-02T12:55:00,72,-200,12,69.5,10,2.5,3.875,64.5,57.375
2018-01-02T13:15:00,72,-200,13,70.75,0,2.5,4.5,67,61.875
2018-01-02T13:55:00,67,-200,13,74.625,-5,1.25,2.625,68.25,64.5
2018-01-02T14:15:00,62,-200,14,77.875,-5,0,0.625,68.25,65.125
2018-01-02T14:55:00,72,-190,14,77.875,10,0,1.25,68.25,66.375
2018-01-02T15:15:00,72,-190,15,78.5,0,0,1.25,68.25,67.625
2018-01-02T15:55:00,72,-190,15,78.5,0,1.25,1.25,69.5,68.875
2018-01-02T16:15:00,67,-180,16,79.125,-5,1.25,0.625,70.75,69.5
2018-01-02T16:55:00,72,-170,16,79.75,5,0,0,70.75,69.5
2018-01-02T17:15:00,82,-170,17,79.75,10,2.5,1.25,73.25,70.75
2018-01-02T17:55:00,98,-150,17,79.125,16,6.5,3.875,79.75,74.625
2018-01-02T18:15:00,88,-150,18,76.5,-10,5.25,3.25,85,77.875
2018-01-02T18:55:00,72,-150,18,76.5,-16,0,0,85,77.875
2018-01-02T19:15:00,77,-150,19,75.875,5,-1.25,0.625,83.75,78.5
2018-01-02T19:55:00,72,-140,19,74.625,-5,-6.5,0,77.25,78.5
2018-01-02T20:15:00,72,-140,20,74,0,-4,0.625,73.25,79.125
2018-01-02T20:55:00,77,-130,20,72.75,5,1.25,0.625,74.5,79.75
2018-01-02T21:15:00,82,-120,21,72.75,5,1.25,0,75.75,79.75
2018-01-02T21:55:00,93,-110,21,73.375,11,5.25,-0.625,81,79.125
2018-01-02T22:15:00,67,-110,22,77.25,-26,-1.25,-2.625,79.75,76.5
2018-01-02T22:55:00,72,-100,22,82.375,5,-1.25,0,78.5,76.5
2018-01-02T23:15:00,72,-100,23,85.625,0,-2.5,-0.625,76,75.875
2018-01-02T23:55:00,62,-100,23,91.375,-10,-7.75,-1.25,68.25,74.625
2018-01-03T00:15:00,67,-90,0,96.5,5,0,-0.625,68.25,74
2018-01-03T00:55:00,67,-90,0,101,0,-1.25,-1.25,67,72.75
2018-01-03T01:15:00,82,-90,1,102.375,15,2.5,0,69.5,72.75
2018-01-03T01:55:00,98,-90,1,98.5,16,9,0.625,78.5,73.375
2018-01-03T02:15:00,98,-80,2,95.875,0,7.75,3.875,86.25,77.25
2018-01-03T02:55:00,113,-80,2,91.375,15,11.5,5.125,97.75,82.375
2018-01-03T03:15:00,98,-80,3,88.75,-15,4,3.25,101.75,85.625
2018-01-03T03:55:00,108,-90,3,84.875,10,2.5,5.75,104.25,91.375
2018-01-03T04:15:00,108,-90,4,80.375,0,2.5,5.125,106.75,96.5
2018-01-03T04:55:00,103,-110,4,77.75,-5,-2.5,4.5,104.25,101
2018-01-03T05:15:00,93,-120,5,75.75,-10,-1.25,1.375,103,102.375
2018-01-03T05:55:00,67,-140,5,77,-26,-10.25,-3.875,92.75,98.5
2018-01-03T06:15:00,77,-140,6,76.375,10,-7.75,-2.625,85,95.875
2018-01-03T06:55:00,77,-150,6,74.5,0,-6.5,-4.5,78.5,91.375
2018-01-03T07:15:00,77,-150,7,72,0,-4,-2.625,74.5,88.75
2018-01-03T07:55:00,77,-150,7,71.375,0,2.5,-3.875,77,84.875
2018-01-03T08:15:00,72,-160,8,70.75,-5,-1.25,-4.5,75.75,80.375
2018-01-03T08:55:00,82,-170,8,68.875,10,1.25,-2.625,77,77.75
2018-01-03T09:15:00,77,-170,9,67.625,-5,0,-2,77,75.75
2018-01-03T09:55:00,77,-170,9,66.375,0,0,1.25,77,77
2018-01-03T10:15:00,72,-170,10,65.125,-5,0,-0.625,77,76.375
2018-01-03T10:55:00,62,-180,10,64.5,-10,-5,-1.875,72,74.5
2018-01-03T11:15:00,57,-180,11,63.75,-5,-5,-2.5,67,72
2018-01-03T11:55:00,72,-180,11,61.875,15,-1.25,-0.625,65.75,71.375
2018-01-03T12:15:00,67,-180,12,60.625,-5,-1.25,-0.625,64.5,70.75
2018-01-03T12:55:00,67,-180,12,60.625,0,1.25,-1.875,65.75,68.875
2018-01-03T13:15:00,67,-180,13,58,0,2.5,-1.25,68.25,67.625
2018-01-03T13:55:00,67,-180,13,58,0,-1.25,-1.25,67,66.375
2018-01-03T14:15:00,62,-180,14,58,-5,-1.25,-1.25,65.75,65.125
2018-01-03T14:55:00,57,-180,14,57.25,-5,-2.5,-0.625,63.25,64.5
2018-01-03T15:15:00,51,-180,15,56,-6,-4,-0.75,59.25,63.75
2018-01-03T15:55:00,57,-180,15,55.25,6,-2.5,-1.875,56.75,61.875
2018-01-03T16:15:00,57,-180,16,54.5,0,-1.25,-1.25,55.5,60.625
2018-01-03T16:55:00,67,-170,16,51.875,10,2.5,0,58,60.625
2018-01-03T17:15:00,46,-170,17,52.5,-21,-1.25,-2.625,56.75,58
2018-01-03T17:55:00,67,-160,17,49.25,21,2.5,0,59.25,58
2018-01-03T18:15:00,62,-150,18,46,-5,1.25,0,60.5,58
2018-01-03T18:55:00,51,-150,18,43.5,-11,-4,-0.75,56.5,57.25
2018-01-03T19:15:00,41,-150,19,42.25,-10,-1.25,-1.25,55.25,56
2018-01-03T19:55:00,51,-140,19,39.75,10,-4,-0.75,51.25,55.25
2018-01-03T20:15:00,51,-150,20,36.625,0,-2.75,-0.75,48.5,54.5
2018-01-03T20:55:00,46,-140,20,35.375,-5,-1.25,-2.625,47.25,51.875
2018-01-03T21:15:00,51,-140,21,34.125,5,2.5,0.625,49.75,52.5
2018-01-03T21:55:00,41,-150,21,33.5,-10,-2.5,-3.25,47.25,49.25
2018-01-03T22:15:00,36,-150,22,32.875,-5,-3.75,-3.25,43.5,46
2018-01-03T22:55:00,31,-170,22,33.5,-5,-3.75,-2.5,39.75,43.5
2018-01-03T23:15:00,31,-170,23,33.5,0,-5,-1.25,34.75,42.25
2018-01-03T23:55:00,31,-180,23,32.25,0,-2.5,-2.5,32.25,39.75
2018-01-04T00:15:00,26,-190,0,32.25,-5,-2.5,-3.125,29.75,36.625
2018-01-04T00:55:00,36,-190,0,29.625,10,1.25,-1.25,31,35.375
2018-01-04T01:15:00,41,-200,1,27.125,5,2.5,-1.25,33.5,34.125
2018-01-04T01:55:00,36,-190,1,25.25,-5,1.25,-0.625,34.75,33.5
2018-01-04T02:15:00,31,-190,2,24.625,-5,1.25,-0.625,36,32.875
2018-01-04T02:55:00,36,-190,2,22,5,0,0.625,36,33.5
2018-01-04T03:15:00,31,-190,3,20,-5,-2.5,0,33.5,33.5
2018-01-04T03:55:00,21,-190,3,19.25,-10,-3.75,-1.25,29.75,32.25
2018-01-04T04:15:00,26,-190,4,19.875,5,-1.25,0,28.5,32.25
2018-01-04T04:55:00,15,-190,4,20.625,-11,-5.25,-2.625,23.25,29.625
2018-01-04T05:15:00,21,-180,5,21.25,6,-2.5,-2.5,20.75,27.125
2018-01-04T05:55:00,21,-180,5,22.5,0,0,-1.875,20.75,25.25
2018-01-04T06:15:00,26,-180,6,21.875,5,0,-0.625,20.75,24.625
2018-01-04T06:55:00,15,-180,6,21.875,-11,0,-2.625,20.75,22
2018-01-04T07:15:00,15,-180,7,22.625,0,-1.5,-2,19.25,20
2018-01-04T07:55:00,15,-180,7,23.375,0,-1.5,-0.75,17.75,19.25
2018-01-04T08:15:00,31,-180,8,22.125,16,1.25,0.625,19,19.875
2018-01-04T08:55:00,21,-190,8,24,-10,1.5,0.75,20.5,20.625
2018-01-04T09:15:00,26,-190,9,26.5,5,2.75,0.625,23.25,21.25
2018-01-04T09:55:00,31,-180,9,27.125,5,4,1.25,27.25,22.5
2018-01-04T10:15:00,21,-180,10,30.25,-10,-2.5,-0.625,24.75,21.875
2018-01-04T10:55:00,15,-180,10,34.125,-6,-1.5,0,23.25,21.875
2018-01-04T11:15:00,21,-180,11,36.625,6,-1.25,0.75,22,22.625
2018-01-04T11:55:00,21,-190,11,41.125,0,-2.5,0.75,19.5,23.375
2018-01-04T12:15:00,21,-190,12,45.625,0,0,-1.25,19.5,22.125
2018-01-04T12:55:00,36,-180,12,45.625,15,5.25,1.875,24.75,24
2018-01-04T13:15:00,46,-190,13,45,10,6.25,2.5,31,26.5
2018-01-04T13:55:00,36,-180,13,46.875,-10,3.75,0.625,34.75,27.125
2018-01-04T14:15:00,46,-180,14,47.5,10,6.25,3.125,41,30.25
2018-01-04T14:55:00,46,-180,14,48.125,0,2.5,3.875,43.5,34.125
2018-01-04T15:15:00,41,-180,15,49.375,-5,-1.25,2.5,42.25,36.625
2018-01-04T15:55:00,57,-170,15,48.625,16,5.25,4.5,47.5,41.125
2018-01-04T16:15:00,57,-170,16,47.25,0,2.75,4.5,50.25,45.625
2018-01-04T16:55:00,36,-160,16,48.5,-21,-2.5,0,47.75,45.625
2018-01-04T17:15:00,41,-150,17,47.875,5,0,-0.625,47.75,45
2018-01-04T17:55:00,51,-150,17,46,10,-1.5,1.875,46.25,46.875
2018-01-04T18:15:00,51,-150,18,44.125,0,-1.5,0.625,44.75,47.5
2018-01-04T18:55:00,51,-150,18,41.625,0,3.75,0.625,48.5,48.125
2018-01-04T19:15:00,51,-150,19,39.75,0,2.5,1.25,51,49.375
2018-01-04T19:55:00,51,-150,19,36.625,0,0,-0.75,51,48.625
2018-01-04T20:15:00,46,-150,20,35.375,-5,-1.25,-1.375,49.75,47.25
2018-01-04T20:55:00,46,-140,20,34.125,0,-1.25,1.25,48.5,48.5
2018-01-04T21:15:00,36,-140,21,33.5,-10,-3.75,-0.625,44.75,47.875
2018-01-04T21:55:00,36,-140,21,34.125,0,-3.75,-1.875,41,46
2018-01-04T22:15:00,36,-140,22,36,0,-2.5,-1.875,38.5,44.125
2018-01-04T22:55:00,31,-140,22,37.875,-5,-3.75,-2.5,34.75,41.625
2018-01-04T23:15:00,36,-140,23,39.75,5,0,-1.875,34.75,39.75
2018-01-04T23:55:00,26,-140,23,42.875,-10,-2.5,-3.125,32.25,36.625
2018-01-05T00:15:00,36,-140,0,45.5,10,0,-1.25,32.25,35.375
2018-01-05T00:55:00,36,-140,0,48.125,0,1.25,-1.25,33.5,34.125
2018-01-05T01:15:00,31,-140,1,50.625,-5,-1.25,-0.625,32.25,33.5
2018-01-05T01:55:00,41,-140,1,51.25,10,3.75,0.625,36,34.125
2018-01-05T02:15:00,51,-130,2,50,10,3.75,1.875,39.75,36
2018-01-05T02:55:00,46,-130,2,49.375,-5,2.5,1.875,42.25,37.875
2018-01-05T03:15:00,51,-140,3,47.5,5,5,1.875,47.25,39.75
2018-01-05T03:55:00,51,-140,3,46.875,0,2.5,3.125,49.75,42.875
2018-01-05T04:15:00,57,-140,4,44.25,6,1.5,2.625,51.25,45.5
2018-01-05T04:55:00,57,-140,4,41.625,0,2.75,2.625,54,48.125
2018-01-05T05:15:00,51,-140,5,38.5,-6,0,2.5,54,50.625
2018-01-05T05:55:00,46,-140,5,37.875,-5,-1.25,0.625,52.75,51.25
2018-01-05T06:15:00,41,-140,6,38.5,-5,-4,-1.25,48.75,50
2018-01-05T06:55:00,41,-140,6,38.5,0,-4,-0.625,44.75,49.375
2018-01-05T07:15:00,36,-140,7,40.375,-5,-3.75,-1.875,41,47.5
2018-01-05T07:55:00,46,-150,7,43.625,10,0,-0.625,41,46.875
2018-01-05T08:15:00,36,-150,8,46.875,-10,-1.25,-2.625,39.75,44.25
2018-01-05T08:55:00,36,-150,8,48.75,0,-1.25,-2.625,38.5,41.625
2018-01-05T09:15:00,26,-150,9,53.25,-10,-2.5,-3.125,36,38.5
2018-01-05T09:55:00,41,-150,9,55.25,15,-1.25,-0.625,34.75,37.875
2018-01-05T10:15:00,46,-150,10,55.25,5,2.5,0.625,37.25,38.5
2018-01-05T10:55:00,41,-150,10,53.375,-5,1.25,0,38.5,38.5
2018-01-05T11:15:00,51,-150,11,50.875,10,6.25,1.875,44.75,40.375
2018-01-05T11:55:00,72,-150,11,47.625,21,7.75,3.25,52.5,43.625
2018-01-05T12:15:00,62,-150,12,47.625,-10,4,3.25,56.5,46.875
2018-01-05T12:55:00,51,-170,12,47,-11,2.5,1.875,59,48.75
2018-01-05T13:15:00,62,-170,13,45.625,11,2.75,4.5,61.75,53.25
2018-01-05T13:55:00,57,-170,13,43,-5,-3.75,2,58,55.25
2018-01-05T15:15:00,46,-170,15,41.75,-11,-4,0,54,55.25
2018-01-05T15:55:00,26,-170,15,42.375,-20,-6.25,-1.875,47.75,53.375
2018-01-05T16:15:00,31,-170,16,43.625,5,-7.75,-2.5,40,50.875
2018-01-05T16:55:00,46,-170,16,43,15,-2.75,-3.25,37.25,47.625
2018-01-05T17:15:00,62,-170,17,40.375,16,4,0,41.25,47.625
2018-01-05T17:55:00,46,-170,17,38.5,-16,5,-0.625,46.25,47
2018-01-05T18:15:00,51,-170,18,35.375,5,5,-1.375,51.25,45.625
2018-01-05T18:55:00,36,-170,18,33.5,-15,-2.5,-2.625,48.75,43
2018-01-05T19:15:00,36,-170,19,31.625,0,-6.5,-1.25,42.25,41.75
2018-01-05T19:55:00,31,-170,19,32.25,-5,-3.75,0.625,38.5,42.375
2018-01-05T20:15:00,41,-170,20,32.25,10,-2.5,1.25,36,43.625
2018-01-05T20:55:00,41,-160,20,32.875,0,1.25,-0.625,37.25,43
2018-01-05T21:15:00,41,-160,21,33.5,0,1.25,-2.625,38.5,40.375
2018-01-05T21:55:00,31,-170,21,35.375,-10,0,-1.875,38.5,38.5
2018-01-05T22:15:00,26,-170,22,38.5,-5,-3.75,-3.125,34.75,35.375
2018-01-05T22:55:00,21,-170,22,42.25,-5,-5,-1.875,29.75,33.5
2018-01-05T23:15:00,21,-170,23,45.375,0,-5,-1.875,24.75,31.625
2018-01-05T23:55:00,36,-170,23,46.625,15,1.25,0.625,26,32.25
2018-01-06T00:15:00,41,-160,0,47.25,5,3.75,0,29.75,32.25
2018-01-06T00:55:00,46,-160,0,46.625,5,6.25,0.625,36,32.875
2018-01-06T01:15:00,46,-160,1,46,0,6.25,0.625,42.25,33.5
2018-01-06T01:55:00,46,-160,1,46.625,0,2.5,1.875,44.75,35.375
2018-01-06T02:15:00,51,-160,2,46.625,5,2.5,3.125,47.25,38.5
2018-01-06T02:55:00,51,-160,2,45.375,0,1.25,3.75,48.5,42.25
2018-01-06T03:15:00,46,-160,3,45.375,-5,0,3.125,48.5,45.375
2018-01-06T03:55:00,46,-170,3,46,0,0,1.25,48.5,46.625
2018-01-06T04:15:00,46,-170,4,48,0,-1.25,0.625,47.25,47.25
2018-01-06T04:55:00,41,-170,4,49.25,-5,-2.5,-0.625,44.75,46.625
2018-01-06T05:15:00,41,-170,5,49.875,0,-1.25,-0.625,43.5,46
2018-01-06T05:55:00,51,-170,5,51.25,10,1.25,0.625,44.75,46.625
2018-01-06T06:15:00,51,-180,6,52.625,0,1.25,0,46,46.625
2018-01-06T06:55:00,41,-170,6,52.625,-10,0,-1.25,46,45.375
2018-01-06T07:15:00,46,-170,7,52.625,5,1.25,0,47.25,45.375
2018-01-06T07:55:00,51,-170,7,52,5,0,0.625,47.25,46
2018-01-06T08:15:00,62,-170,8,50,11,2.75,2,50,48
2018-01-06T08:55:00,51,-180,8,51.375,-11,2.5,1.25,52.5,49.25
2018-01-06T09:15:00,46,-180,9,54,-5,0,0.625,52.5,49.875
2018-01-06T09:55:00,62,-170,9,54,16,2.75,1.375,55.25,51.25
2018-01-06T10:15:00,62,-170,10,53.375,0,0,1.375,55.25,52.625
2018-01-06T10:55:00,41,-170,10,57.875,-21,-2.5,0,52.75,52.625
2018-01-06T11:15:00,46,-170,11,61.75,5,0,0,52.75,52.625
2018-01-06T11:55:00,46,-170,11,67,0,-4,-0.625,48.75,52
2018-01-06T12:15:00,46,-180,12,72.875,0,-4,-2,44.75,50
2018-01-06T12:55:00,62,-170,12,78,16,5.25,1.375,50,51.375
2018-01-06T13:15:00,67,-170,13,83.125,5,5.25,2.625,55.25,54
2018-01-06T13:55:00,62,-180,13,89.5,-5,4,0,59.25,54
2018-01-06T14:15:00,57,-180,14,95.25,-5,2.75,-0.625,62,53.375
2018-01-06T14:55:00,77,-170,14,97.875,20,3.75,4.5,65.75,57.875
2018-01-06T15:15:00,77,-170,15,99.875,0,2.5,3.875,68.25,61.75
2018-01-06T15:55:00,88,-160,15,105.625,11,6.5,5.25,74.75,67
2018-01-06T16:15:00,93,-150,16,108.75,5,9,5.875,83.75,72.875
2018-01-06T16:55:00,103,-140,16,110,10,6.5,5.125,90.25,78
2018-01-06T17:15:00,108,-140,17,110,5,7.75,5.125,98,83.125
2018-01-06T17:55:00,113,-130,17,111.375,5,6.25,6.375,104.25,89.5
2018-01-06T18:15:00,103,-130,18,112.625,-10,2.5,5.75,106.75,95.25
2018-01-06T18:55:00,98,-120,18,112,-5,-1.25,2.625,105.5,97.875
2018-01-06T19:15:00,93,-120,19,115.125,-5,-3.75,2,101.75,99.875
2018-01-06T19:55:00,134,-120,19,113.875,41,5.25,5.75,107,105.625
2018-01-06T20:15:00,118,-120,20,112.625,-16,3.75,3.125,110.75,108.75
2018-01-06T20:55:00,113,-100,20,111.375,-5,3.75,1.25,114.5,110
2018-01-06T21:15:00,108,-100,21,111.375,-5,3.75,0,118.25,110
2018-01-06T21:55:00,124,-100,21,108.125,16,-2.5,1.375,115.75,111.375
2018-01-06T22:15:00,113,-100,22,108.125,-11,-1.25,1.25,114.5,112.625
2018-01-06T22:55:00,93,-100,22,111.25,-20,-5,-0.625,109.5,112
2018-01-06T23:15:00,118,-100,23,111.25,25,2.5,3.125,112,115.125
2018-01-06T23:55:00,124,-100,23,109.875,6,0,-1.25,112,113.875
2018-01-07T00:15:00,108,-100,0,111.875,-16,-1.25,-1.25,110.75,112.625
2018-01-07T00:55:00,103,-90,0,110,-5,2.5,-1.25,113.25,111.375
2018-01-07T01:15:00,108,-90,1,108.75,5,-2.5,0,110.75,111.375
2018-01-07T01:55:00,98,-90,1,107.5,-10,-6.5,-3.25,104.25,108.125
2018-01-07T02:15:00,113,-100,2,103.625,15,1.25,0,105.5,108.125
2018-01-07T02:55:00,118,-90,2,99.875,5,3.75,3.125,109.25,111.25
2018-01-07T03:15:00,118,-90,3,94.75,0,2.5,0,111.75,111.25
2018-01-07T03:55:00,113,-90,3,90.25,-5,3.75,-1.375,115.5,109.875
2018-01-07T04:15:00,124,-90,4,81.125,11,2.75,2,118.25,111.875
2018-01-07T04:55:00,88,-90,4,76.5,-36,-7.5,-1.875,110.75,110
2018-01-07T05:15:00,98,-90,5,70.625,10,-5,-1.25,105.75,108.75
2018-01-07T05:55:00,88,-90,5,66,-10,-6.25,-1.25,99.5,107.5
2018-01-07T06:15:00,82,-90,6,60.25,-6,-10.5,-3.875,89,103.625
2018-01-07T06:55:00,88,-90,6,53.125,6,0,-3.75,89,99.875
2018-01-07T07:15:00,77,-90,7,48,-11,-5.25,-5.125,83.75,94.75
2018-01-07T07:55:00,77,-100,7,42.875,0,-2.75,-4.5,81,90.25
2018-01-07T08:15:00,51,-100,8,41,-26,-7.75,-9.125,73.25,81.125
2018-01-07T08:55:00,51,-90,8,38.5,0,-9.25,-4.625,64,76.5
2018-01-07T09:15:00,51,-90,9,36,0,-6.5,-5.875,57.5,70.625
2018-01-07T09:55:00,51,-90,9,32.875,0,-6.5,-4.625,51,66
2018-01-07T10:15:00,36,-90,10,32.875,-15,-3.75,-5.75,47.25,60.25
2018-01-07T10:55:00,31,-90,10,32.25,-5,-5,-7.125,42.25,53.125
2018-01-07T11:15:00,36,-90,11,31,5,-3.75,-5.125,38.5,48
2018-01-07T11:55:00,36,-80,11,31,0,-3.75,-5.125,34.75,42.875
2018-01-07T12:15:00,36,-90,12,30.375,0,0,-1.875,34.75,41
2018-01-07T12:55:00,31,-80,12,31,-5,0,-2.5,34.75,38.5
2018-01-07T13:15:00,31,-70,13,32.25,0,-1.25,-2.5,33.5,36
2018-01-07T13:55:00,26,-70,13,34.125,-5,-2.5,-3.125,31,32.875
2018-01-07T14:15:00,36,-70,14,34.125,10,0,0,31,32.875
2018-01-07T14:55:00,26,-70,14,40.5,-10,-1.25,-0.625,29.75,32.25
2018-01-07T15:15:00,26,-70,15,46.875,0,-1.25,-1.25,28.5,31
2018-01-07T15:55:00,36,-60,15,53.375,10,2.5,0,31,31
2018-01-07T16:15:00,31,-50,16,58.5,-5,-1.25,-0.625,29.75,30.375
2018-01-07T16:55:00,36,-20,16,61.75,5,2.5,0.625,32.25,31
2018-01-07T17:15:00,41,-10,17,66.25,5,3.75,1.25,36,32.25
2018-01-07T17:55:00,41,-20,17,71.375,0,1.25,1.875,37.25,34.125
2018-01-07T18:15:00,36,0,18,76.5,-5,1.25,0,38.5,34.125
2018-01-07T18:55:00,77,0,18,74,41,10.25,6.375,48.75,40.5
2018-01-07T19:15:00,77,0,19,71.5,0,9,6.375,57.75,46.875
2018-01-07T19:55:00,88,0,19,66.25,11,11.75,6.5,69.5,53.375
2018-01-07T20:15:00,72,0,20,64.375,-16,9,5.125,78.5,58.5
2018-01-07T20:55:00,62,10,20,63,-10,-3.75,3.25,74.75,61.75
2018-01-07T21:15:00,77,10,21,59.75,15,0,4.5,74.75,66.25
2018-01-07T21:55:00,82,0,21,55.25,5,-1.5,5.125,73.25,71.375
2018-01-07T22:15:00,77,0,22,52.75,-5,1.25,5.125,74.5,76.5
2018-01-07T22:55:00,57,0,22,52,-20,-1.25,-2.5,73.25,74
2018-01-07T23:15:00,57,0,23,52,0,-5,-2.5,68.25,71.5
2018-01-07T23:55:00,46,0,23,52,-11,-9,-5.25,59.25,66.25
2018-01-08T00:15:00,57,-20,0,51.25,11,-5,-1.875,54.25,64.375
2018-01-08T00:55:00,51,-20,0,51.25,-6,-1.5,-1.375,52.75,63
2018-01-08T01:15:00,51,-20,1,51.25,0,-1.5,-3.25,51.25,59.75
2018-01-08T01:55:00,46,-20,1,52.625,-5,0,-4.5,51.25,55.25
2018-01-08T02:15:00,57,-20,2,51.875,11,0,-2.5,51.25,52.75
2018-01-08T02:55:00,51,-30,2,51.25,-6,0,-0.75,51.25,52
2018-01-08T03:15:00,57,-30,3,49.25,6,1.5,0,52.75,52
2018-01-08T03:55:00,46,-30,3,48.625,-11,0,0,52.75,52
2018-01-08T04:15:00,51,-30,4,48,5,-1.5,-0.75,51.25,51.25
2018-01-08T04:55:00,51,-30,4,48,0,0,0,51.25,51.25
2018-01-08T05:15:00,51,-30,5,46.75,0,-1.5,0,49.75,51.25
2018-01-08T05:55:00,57,-30,5,44.125,6,2.75,1.375,52.5,52.625
2018-01-08T06:15:00,51,-30,6,44.875,-6,0,-0.75,52.5,51.875
2018-01-08T06:55:00,46,-30,6,45.5,-5,-1.25,-0.625,51.25,51.25
2018-01-08T07:15:00,41,-30,7,48.125,-5,-2.5,-2,48.75,49.25
2018-01-08T07:55:00,41,-30,7,50.125,0,-4,-0.625,44.75,48.625
2018-01-08T08:15:00,46,-30,8,51.5,5,-1.25,-0.625,43.5,48
2018-01-08T08:55:00,51,-30,8,51.5,5,1.25,0,44.75,48
