DATE,wind,temp,hour,targVar,RateOfChange0.5,RateOfChange2,RateOfChange4,MovingAverage2,MovingAverage4
2018-08-21T09:15:00,41,130,9,36,0,1.25,-0.625,34.75,36.625
2018-08-21T09:55:00,41,130,9,36,0,2.5,0,37.25,36.625
2018-08-21T10:15:00,41,130,10,36,0,3.75,0.625,41,37.25
2018-08-21T10:55:00,36,130,10,37.875,-5,-1.25,-0.625,39.75,36.625
2018-08-21T11:15:00,41,130,11,38.5,5,0,0.625,39.75,37.25
2018-08-21T11:55:00,36,130,11,41.75,-5,-1.25,0.625,38.5,37.875
2018-08-21T12:15:00,36,130,12,44.375,0,-1.25,1.25,37.25,39.125
2018-08-21T13:55:00,26,140,13,48.25,-10,-2.5,-1.875,34.75,37.25
2018-08-21T14:15:00,31,140,14,50.75,5,-2.5,-1.25,32.25,36
2018-08-21T14:55:00,41,150,14,53.375,10,1.25,0,33.5,36
2018-08-21T15:15:00,41,150,15,55.375,0,1.25,0,34.75,36
2018-08-21T15:55:00,51,160,15,54.125,10,6.25,1.875,41,37.875
2018-08-21T16:15:00,46,170,16,53.5,-5,3.75,0.625,44.75,38.5
2018-08-21T16:55:00,62,180,16,51.5,16,5.25,3.25,50,41.75
2018-08-21T17:15:00,57,180,17,48.875,-5,4,2.625,54,44.375
2018-08-21T17:55:00,57,180,17,47.5,0,1.5,3.875,55.5,48.25
2018-08-21T18:15:00,51,190,18,47.5,-6,1.25,2.5,56.75,50.75
2018-08-21T18:55:00,62,200,18,45.5,11,0,2.625,56.75,53.375
2018-08-21T19:15:00,57,200,19,41.625,-5,0,2,56.75,55.375
2018-08-21T19:55:00,41,200,19,38.375,-16,-4,-1.25,52.75,54.125
2018-08-21T20:15:00,41,200,20,35.125,0,-2.5,-0.625,50.25,53.5
2018-08-21T20:55:00,46,200,20,31.25,5,-4,-2,46.25,51.5
2018-08-21T21:15:00,36,200,21,28.625,-10,-5.25,-2.625,41,48.875
2018-08-21T21:55:00,46,200,21,25.5,10,1.25,-1.375,42.25,47.5
2018-08-21T22:15:00,51,200,22,21,5,2.5,0,44.75,47.5
2018-08-21T22:55:00,46,200,22,17.125,-5,0,-2,44.75,45.5
2018-08-21T23:15:00,26,190,23,15.75,-20,-2.5,-3.875,42.25,41.625
2018-08-21T23:55:00,15,190,23,17.125,-11,-7.75,-3.25,34.5,38.375
2018-08-22T00:15:00,15,190,0,19.75,0,-9,-3.25,25.5,35.125
2018-08-22T00:55:00,15,180,0,21.75,0,-7.75,-3.875,17.75,31.25
2018-08-22T01:55:00,15,150,1,24.375,0,-2.75,-2.625,15,28.625
2018-08-22T02:15:00,21,150,2,25,6,1.5,-3.125,16.5,25.5
2018-08-22T06:15:00,15,120,6,25,-6,0,-4.5,16.5,21
2018-08-22T08:15:00,15,100,8,25.75,0,0,-3.875,16.5,17.125
2018-08-22T08:55:00,15,100,8,25.75,0,0,-1.375,16.5,15.75
2018-08-22T09:15:00,26,100,9,24.375,11,1.25,1.375,17.75,17.125
2018-08-22T09:55:00,36,120,9,22.5,10,5.25,2.625,23,19.75
2018-08-22T10:15:00,31,120,10,23.125,-5,4,2,27,21.75
2018-08-22T10:55:00,36,100,10,23.75,5,5.25,2.625,32.25,24.375
2018-08-22T11:15:00,26,120,11,25.625,-10,0,0.625,32.25,25
2018-08-22T11:55:00,15,120,11,28.25,-11,-5.25,0,27,25
2018-08-22T12:55:00,21,120,12,28.25,6,-2.5,0.75,24.5,25.75
2018-08-22T13:15:00,15,120,13,29.625,-6,-5.25,0,19.25,25.75
2018-08-22T14:55:00,15,180,14,31.625,0,-2.75,-1.375,16.5,24.375
2018-08-22T15:15:00,21,180,15,34.125,6,1.5,-1.875,18,22.5
2018-08-22T15:55:00,36,200,15,35.375,15,3.75,0.625,21.75,23.125
2018-08-22T16:15:00,41,200,16,35.375,5,6.5,0.625,28.25,23.75
2018-08-22T16:55:00,41,220,16,35.375,0,6.5,1.875,34.75,25.625
2018-08-22T17:15:00,36,220,17,38.625,-5,3.75,2.625,38.5,28.25
2018-08-22T17:55:00,21,220,17,40.5,-15,-3.75,0,34.75,28.25
2018-08-22T18:15:00,26,220,18,44.375,5,-3.75,1.375,31,29.625
2018-08-22T18:55:00,31,220,18,45.625,5,-2.5,2,28.5,31.625
2018-08-22T19:15:00,41,220,19,46.25,10,1.25,2.5,29.75,34.125
2018-08-22T19:55:00,46,230,19,45,5,6.25,1.25,36,35.375
2018-08-22T20:15:00,41,220,20,43.75,-5,3.75,0,39.75,35.375
2018-08-22T20:55:00,41,220,20,43.125,0,2.5,0,42.25,35.375
2018-08-22T21:15:00,62,220,21,38.625,21,5.25,3.25,47.5,38.625
2018-08-22T21:55:00,36,210,21,38,-26,-2.5,1.875,45,40.5
2018-08-22T22:15:00,57,220,22,34.75,21,4,3.875,49,44.375
2018-08-22T22:55:00,41,200,22,33.5,-16,0,1.25,49,45.625
2018-08-22T23:15:00,46,210,23,31.625,5,-4,0.625,45,46.25
2018-08-22T23:55:00,36,200,23,31.625,-10,0,-1.25,45,45
2018-08-23T00:15:00,31,200,0,32.25,-5,-6.5,-1.25,38.5,43.75
2018-08-23T00:55:00,36,180,0,32.25,5,-1.25,-0.625,37.25,43.125
2018-08-23T01:15:00,26,170,1,33.5,-10,-5,-4.5,32.25,38.625
2018-08-23T01:55:00,31,150,1,34.75,5,-1.25,-0.625,31,38
2018-08-23T02:15:00,31,150,2,35.375,0,0,-3.25,31,34.75
2018-08-23T02:55:00,31,140,2,36,0,-1.25,-1.25,29.75,33.5
2018-08-23T03:15:00,31,140,3,36.625,0,1.25,-1.875,31,31.625
2018-08-23T03:55:00,36,140,3,36.625,5,1.25,0,32.25,31.625
2018-08-23T04:15:00,36,140,4,36.625,0,1.25,0.625,33.5,32.25
2018-08-23T04:55:00,36,140,4,36.625,0,1.25,0,34.75,32.25
2018-08-23T05:15:00,36,140,5,36.625,0,1.25,1.25,36,33.5
2018-08-23T05:55:00,41,140,5,36,5,1.25,1.25,37.25,34.75
2018-08-23T06:15:00,36,130,6,37.25,-5,0,0.625,37.25,35.375
2018-08-23T06:55:00,36,130,6,37.25,0,0,0.625,37.25,36
2018-08-23T07:15:00,36,130,7,37.25,0,0,0.625,37.25,36.625
2018-08-23T07:55:00,36,130,7,39.875,0,-1.25,0,36,36.625
2018-08-23T08:15:00,36,130,8,41.75,0,0,0,36,36.625
2018-08-23T08:55:00,36,130,8,43.625,0,0,0,36,36.625
2018-08-23T09:15:00,36,140,9,46.25,0,0,0,36,36.625
2018-08-23T09:55:00,36,140,9,48.875,0,0,-0.625,36,36
2018-08-23T10:15:00,46,140,10,50.875,10,2.5,1.25,38.5,37.25
2018-08-23T10:55:00,36,140,10,56,-10,0,0,38.5,37.25
2018-08-23T11:15:00,36,140,11,61.125,0,0,0,38.5,37.25
2018-08-23T11:55:00,57,150,11,65.625,21,5.25,2.625,43.75,39.875
2018-08-23T12:15:00,51,150,12,69.5,-6,1.25,1.875,45,41.75
2018-08-23T12:55:00,51,150,12,74.125,0,3.75,1.875,48.75,43.625
2018-08-23T13:15:00,57,160,13,79.25,6,5.25,2.625,54,46.25
2018-08-23T13:55:00,57,170,13,84.375,0,0,2.625,54,48.875
2018-08-23T14:15:00,62,170,14,88.25,5,2.75,2,56.75,50.875
2018-08-23T14:55:00,77,190,14,88.875,15,6.5,5.125,63.25,56
2018-08-23T15:15:00,77,190,15,90.875,0,5,5.125,68.25,61.125
2018-08-23T15:55:00,93,200,15,88.875,16,9,4.5,77.25,65.625
2018-08-23T16:15:00,82,200,16,89.625,-11,5,3.875,82.25,69.5
2018-08-23T16:55:00,88,220,16,89.625,6,2.75,4.625,85,74.125
2018-08-23T17:15:00,98,220,17,89,10,5.25,5.125,90.25,79.25
2018-08-23T17:55:00,98,220,17,87.75,0,1.25,5.125,91.5,84.375
2018-08-23T18:15:00,93,220,18,85.75,-5,2.75,3.875,94.25,88.25
2018-08-23T18:55:00,82,210,18,84.5,-11,-1.5,0.625,92.75,88.875
2018-08-23T19:15:00,93,200,19,81.875,11,-1.25,2,91.5,90.875
2018-08-23T19:55:00,77,200,19,80.625,-16,-5.25,-2,86.25,88.875
2018-08-23T20:15:00,88,200,20,78.625,11,-1.25,0.75,85,89.625
2018-08-23T20:55:00,88,200,20,77.875,0,1.5,0,86.5,89.625
2018-08-23T21:15:00,93,200,21,75.25,5,0,-0.625,86.5,89
2018-08-23T21:55:00,88,200,21,72,-5,2.75,-1.25,89.25,87.75
2018-08-23T22:15:00,77,190,22,70.125,-11,-2.75,-2,86.5,85.75
2018-08-23T22:55:00,72,190,22,70.125,-5,-4,-1.25,82.5,84.5
2018-08-23T23:15:00,72,190,23,70.125,0,-5.25,-2.625,77.25,81.875
2018-08-23T23:55:00,67,190,23,70.125,-5,-5.25,-1.25,72,80.625
2018-08-24T00:15:00,72,190,0,69.5,5,-1.25,-2,70.75,78.625
2018-08-24T00:55:00,82,190,0,67,10,2.5,-0.75,73.25,77.875
2018-08-24T01:15:00,72,190,1,65.125,-10,0,-2.625,73.25,75.25
2018-08-24T01:55:00,62,190,1,65.75,-10,-1.25,-3.25,72,72
2018-08-24T02:15:00,62,190,2,67.625,0,-2.5,-1.875,69.5,70.125
2018-08-24T02:55:00,72,190,2,67.625,10,-2.5,0,67,70.125
2018-08-24T03:15:00,72,190,3,66.375,0,0,0,67,70.125
2018-08-24T03:55:00,67,190,3,64.375,-5,1.25,0,68.25,70.125
2018-08-24T04:15:00,67,190,4,62.375,0,1.25,-0.625,69.5,69.5
2018-08-24T04:55:00,62,190,4,60.375,-5,-2.5,-2.5,67,67
2018-08-24T05:15:00,57,190,5,60.375,-5,-3.75,-1.875,63.25,65.125
2018-08-24T05:55:00,67,190,5,59.125,10,0,0.625,63.25,65.75
2018-08-24T06:15:00,77,190,6,55.875,10,2.5,1.875,65.75,67.625
2018-08-24T06:55:00,72,190,6,51.375,-5,2.5,0,68.25,67.625
2018-08-24T07:15:00,62,190,7,47.5,-10,1.25,-1.25,69.5,66.375
2018-08-24T07:55:00,51,190,7,45.625,-11,-4,-2,65.5,64.375
2018-08-24T08:15:00,51,190,8,45,0,-6.5,-2,59,62.375
2018-08-24T08:55:00,46,190,8,44.375,-5,-6.5,-2,52.5,60.375
2018-08-24T09:15:00,57,190,9,43,11,-1.25,0,51.25,60.375
2018-08-24T09:55:00,57,190,9,39.125,0,1.5,-1.25,52.75,59.125
2018-08-24T10:15:00,51,190,10,36,-6,0,-3.25,52.75,55.875
2018-08-24T10:55:00,36,180,10,33.375,-15,-2.5,-4.5,50.25,51.375
2018-08-24T11:15:00,31,180,11,31.375,-5,-6.5,-3.875,43.75,47.5
2018-08-24T11:55:00,36,180,11,32,5,-5.25,-1.875,38.5,45.625
2018-08-24T12:15:00,46,180,12,31.375,10,-1.25,-0.625,37.25,45
2018-08-24T12:55:00,41,190,12,32,-5,1.25,-0.625,38.5,44.375
2018-08-24T13:15:00,46,180,13,31.375,5,3.75,-1.375,42.25,43
2018-08-24T13:55:00,26,190,13,36.5,-20,-2.5,-3.875,39.75,39.125
2018-08-24T14:15:00,26,190,14,42.25,0,-5,-3.125,34.75,36
2018-08-24T14:55:00,15,190,14,46.75,-11,-6.5,-2.625,28.25,33.375
2018-08-24T15:15:00,15,200,15,52,0,-7.75,-2,20.5,31.375
2018-08-24T16:55:00,41,230,16,53.25,26,3.75,0.625,24.25,32
2018-08-24T17:55:00,41,230,17,55.875,0,3.75,-0.625,28,31.375
2018-08-24T18:15:00,46,230,18,57.875,5,7.75,0.625,35.75,32
2018-08-24T18:55:00,41,240,18,57.875,-5,6.5,-0.625,42.25,31.375
2018-08-24T19:15:00,67,240,19,54.625,26,6.5,5.125,48.75,36.5
2018-08-24T19:55:00,72,240,19,48.875,5,7.75,5.75,56.5,42.25
2018-08-24T20:15:00,51,230,20,46.375,-21,1.25,4.5,57.75,46.75
2018-08-24T20:55:00,57,240,20,41.875,6,4,5.25,61.75,52
2018-08-24T21:15:00,51,250,21,37.375,-6,-4,1.25,57.75,53.25
2018-08-24T21:55:00,62,250,21,31.5,11,-2.5,2.625,55.25,55.875
2018-08-24T22:15:00,62,250,22,25.625,0,2.75,2,58,57.875
2018-08-24T22:55:00,41,240,22,22.375,-21,-4,0,54,57.875
2018-08-24T23:15:00,41,230,23,19.875,0,-2.5,-3.25,51.5,54.625
2018-08-24T23:55:00,26,230,23,19.875,-15,-9,-5.75,42.5,48.875
2018-08-25T00:15:00,31,220,0,18.625,5,-7.75,-2.5,34.75,46.375
2018-08-25T01:15:00,21,210,1,18.625,-10,-5,-4.5,29.75,41.875
2018-08-25T01:55:00,15,190,1,19.375,-6,-6.5,-4.5,23.25,37.375
2018-08-25T03:15:00,15,180,3,19.375,0,-2.75,-5.875,20.5,31.5
2018-08-25T03:55:00,15,170,3,19.375,0,-4,-5.875,16.5,25.625
2018-08-25T04:15:00,15,180,4,19.375,0,-1.5,-3.25,15,22.375
2018-08-25T04:55:00,21,160,4,18.625,6,1.5,-2.5,16.5,19.875
2018-08-25T05:15:00,26,170,5,18,5,2.75,0,19.25,19.875
2018-08-25T05:55:00,21,150,5,17.25,-5,1.5,-1.25,20.75,18.625
2018-08-25T06:15:00,21,150,6,18.5,0,1.5,0,22.25,18.625
2018-08-25T06:55:00,21,150,6,21.625,0,0,0.75,22.25,19.375
2018-08-25T08:15:00,15,140,8,26.125,-6,-2.75,0,19.5,19.375
2018-08-25T08:55:00,15,130,8,30.625,0,-1.5,0,18,19.375
2018-08-25T09:15:00,15,140,9,35.125,0,-1.5,0,16.5,19.375
2018-08-25T09:55:00,15,130,9,39.625,0,-1.5,-0.75,15,18.625
2018-08-25T10:15:00,21,130,10,43.375,6,1.5,-0.625,16.5,18
2018-08-25T16:15:00,15,230,16,47.875,-6,0,-0.75,16.5,17.25
2018-08-25T16:55:00,31,240,16,51.125,16,4,1.25,20.5,18.5
2018-08-25T17:15:00,46,240,17,51.125,15,7.75,3.125,28.25,21.625
2018-08-25T17:55:00,51,250,17,50.5,5,7.5,4.5,35.75,26.125
2018-08-25T18:15:00,51,250,18,49.25,0,9,4.5,44.75,30.625
2018-08-25T18:55:00,51,250,18,49.25,0,5,4.5,49.75,35.125
2018-08-25T19:15:00,51,260,19,48,0,1.25,4.5,51,39.625
2018-08-25T19:55:00,51,260,19,44.875,0,0,3.75,51,43.375
2018-08-25T20:15:00,51,270,20,42.375,0,0,4.5,51,47.875
2018-08-25T20:55:00,57,270,20,41,6,1.5,3.25,52.5,51.125
2018-08-25T21:15:00,46,270,21,40.375,-11,-1.25,0,51.25,51.125
2018-08-25T21:55:00,46,270,21,41,0,-1.25,-0.625,50,50.5
2018-08-25T22:15:00,41,270,22,41,-5,-2.5,-1.25,47.5,49.25
2018-08-25T22:55:00,51,260,22,40.375,10,-1.5,0,46,49.25
2018-08-25T23:15:00,41,260,23,39.125,-10,-1.25,-1.25,44.75,48
2018-08-25T23:55:00,26,250,23,39.75,-15,-5,-3.125,39.75,44.875
2018-08-26T00:15:00,31,240,0,40.375,5,-2.5,-2.5,37.25,42.375
2018-08-26T00:55:00,46,230,0,38.5,15,-1.25,-1.375,36,41
2018-08-26T01:15:00,41,220,1,37.25,-5,0,-0.625,36,40.375
2018-08-26T01:55:00,51,220,1,36,10,6.25,0.625,42.25,41
2018-08-26T02:15:00,41,220,2,37.25,-10,2.5,0,44.75,41
2018-08-26T02:55:00,46,220,2,39.25,5,0,-0.625,44.75,40.375
2018-08-26T03:15:00,31,210,3,43.125,-15,-2.5,-1.25,42.25,39.125
2018-08-26T03:55:00,31,210,3,41.875,0,-5,0.625,37.25,39.75
2018-08-26T04:15:00,36,210,4,45.125,5,-1.25,0.625,36,40.375
2018-08-26T04:55:00,31,200,4,46.375,-5,-3.75,-1.875,32.25,38.5
2018-08-26T05:15:00,31,200,5,45.125,0,0,-1.25,32.25,37.25
2018-08-26T05:55:00,41,210,5,47.125,10,2.5,-1.25,34.75,36
2018-08-26T06:15:00,51,210,6,47.875,10,3.75,1.25,38.5,37.25
2018-08-26T06:55:00,62,210,6,44.625,11,7.75,2,46.25,39.25
2018-08-26T07:15:00,62,210,7,39.5,0,7.75,3.875,54,43.125
2018-08-26T07:55:00,21,210,7,40.125,-41,-5,-1.25,49,41.875
2018-08-26T08:15:00,62,220,8,36.25,41,2.75,3.25,51.75,45.125
2018-08-26T08:55:00,41,220,8,36.25,-21,-5.25,1.25,46.5,46.375
2018-08-26T09:15:00,21,220,9,38.75,-20,-10.25,-1.25,36.25,45.125
2018-08-26T09:55:00,57,210,9,38,36,9,2,45.25,47.125
2018-08-26T10:15:00,57,210,10,35.375,0,-1.25,0.75,44,47.875
2018-08-26T10:55:00,36,200,10,36,-21,-1.25,-3.25,42.75,44.625
2018-08-26T11:15:00,21,200,11,41.125,-15,0,-5.125,42.75,39.5
2018-08-26T11:55:00,26,190,11,45.625,5,-7.75,0.625,35,40.125
2018-08-26T12:15:00,31,200,12,50.125,5,-6.5,-3.875,28.5,36.25
2018-08-26T12:55:00,41,200,12,54.625,10,1.25,0,29.75,36.25
2018-08-26T13:15:00,41,200,13,57.25,0,5,2.5,34.75,38.75
2018-08-26T13:55:00,51,210,13,61.125,10,6.25,-0.75,41,38
2018-08-26T14:15:00,36,220,14,66.25,-15,1.25,-2.625,42.25,35.375
2018-08-26T14:55:00,41,240,14,71.375,5,0,0.625,42.25,36
2018-08-26T15:15:00,62,240,15,73.25,21,5.25,5.125,47.5,41.125
2018-08-26T15:55:00,62,250,15,74.5,0,2.75,4.5,50.25,45.625
2018-08-26T16:15:00,67,250,16,75.125,5,7.75,4.5,58,50.125
2018-08-26T16:55:00,77,270,16,77.125,10,9,4.5,67,54.625
2018-08-26T17:15:00,62,270,17,79,-15,0,2.625,67,57.25
2018-08-26T17:55:00,82,280,17,77.75,20,5,3.875,72,61.125
2018-08-26T18:15:00,77,280,18,78.375,-5,2.5,5.125,74.5,66.25
2018-08-26T18:55:00,82,280,18,77.75,5,1.25,5.125,75.75,71.375
2018-08-26T19:15:00,77,280,19,80.375,-5,3.75,1.875,79.5,73.25
2018-08-26T19:55:00,72,290,19,80.375,-5,-2.5,1.25,77,74.5
2018-08-26T20:15:00,72,290,20,79.75,0,-1.25,0.625,75.75,75.125
2018-08-26T20:55:00,93,290,20,73.25,21,2.75,2,78.5,77.125
2018-08-26T21:15:00,77,280,21,69.375,-16,0,1.875,78.5,79
2018-08-26T21:55:00,72,280,21,67.5,-5,0,-1.25,78.5,77.75
2018-08-26T22:15:00,82,280,22,65,10,2.5,0.625,81,78.375
2018-08-26T22:55:00,77,280,22,62.5,-5,-4,-0.625,77,77.75
2018-08-26T23:15:00,98,280,23,57.375,21,5.25,2.625,82.25,80.375
2018-08-26T23:55:00,72,270,23,55.5,-26,0,0,82.25,80.375
2018-08-27T00:15:00,67,270,0,53.5,-5,-3.75,-0.625,78.5,79.75
2018-08-27T00:55:00,41,250,0,55.5,-26,-9,-6.5,69.5,73.25
2018-08-27T01:15:00,46,240,1,53.625,5,-13,-3.875,56.5,69.375
2018-08-27T01:55:00,57,240,1,48.375,11,-3.75,-1.875,52.75,67.5
2018-08-27T02:15:00,62,240,2,43.25,5,-1.25,-2.5,51.5,65
2018-08-27T02:55:00,57,230,2,40.625,-5,4,-2.5,55.5,62.5
2018-08-27T03:15:00,57,230,3,36.75,0,2.75,-5.125,58.25,57.375
2018-08-27T03:55:00,57,230,3,34.125,0,0,-1.875,58.25,55.5
2018-08-27T04:15:00,51,230,4,32.25,-6,-2.75,-2,55.5,53.5
2018-08-27T04:55:00,57,230,4,30.25,6,0,2,55.5,55.5
2018-08-27T05:15:00,31,230,5,32.125,-26,-6.5,-1.875,49,53.625
2018-08-27T05:55:00,15,220,5,34.75,-16,-10.5,-5.25,38.5,48.375
2018-08-27T06:15:00,21,220,6,36,6,-7.5,-5.125,31,43.25
2018-08-27T06:55:00,36,210,6,33.375,15,-5.25,-2.625,25.75,40.625
2018-08-27T07:15:00,26,210,7,32,-10,-1.25,-3.875,24.5,36.75
2018-08-27T07:55:00,36,220,7,30.125,10,5.25,-2.625,29.75,34.125
2018-08-27T08:15:00,36,220,8,27.5,0,3.75,-1.875,33.5,32.25
2018-08-27T08:55:00,41,210,8,24.25,5,1.25,-2,34.75,30.25
2018-08-27T09:15:00,46,210,9,24.25,5,5,1.875,39.75,32.125
2018-08-27T09:55:00,36,200,9,24.875,-10,0,2.625,39.75,34.75
2018-08-27T10:15:00,31,200,10,28.75,-5,-1.25,1.25,38.5,36
2018-08-27T10:55:00,15,200,10,34.625,-16,-6.5,-2.625,32,33.375
2018-08-27T11:15:00,15,200,11,37.25,0,-7.75,-1.375,24.25,32
2018-08-27T12:15:00,21,200,12,37.875,6,-3.75,-1.875,20.5,30.125
2018-08-27T13:15:00,15,210,13,42.375,-6,-4,-2.625,16.5,27.5
2018-08-27T13:55:00,15,220,13,45,0,0,-3.25,16.5,24.25
2018-08-27T15:55:00,46,220,15,49.5,31,7.75,0,24.25,24.25
2018-08-27T16:15:00,41,220,16,49.5,-5,5,0.625,29.25,24.875
2018-08-27T16:55:00,62,230,16,48.875,21,11.75,3.875,41,28.75
2018-08-27T17:15:00,62,220,17,47.5,0,11.75,5.875,52.75,34.625
2018-08-27T17:55:00,36,220,17,46.25,-26,-2.5,2.625,50.25,37.25
2018-08-27T18:15:00,26,210,18,46.875,-10,-3.75,0.625,46.5,37.875
2018-08-27T18:55:00,51,200,18,43.75,25,-2.75,4.5,43.75,42.375
2018-08-27T19:15:00,36,190,19,44.375,-15,-6.5,2.625,37.25,45
2018-08-27T19:55:00,82,180,19,36,46,11.5,4.5,48.75,49.5
2018-08-27T20:15:00,41,190,20,33.5,-41,3.75,0,52.5,49.5
2018-08-27T20:55:00,57,210,20,29.625,16,1.5,-0.625,54,48.875
2018-08-27T21:15:00,51,210,21,26.5,-6,3.75,-1.375,57.75,47.5
2018-08-27T21:55:00,26,220,21,26.5,-25,-14,-1.25,43.75,46.25
2018-08-27T22:15:00,31,230,22,28.375,5,-2.5,0.625,41.25,46.875
2018-08-27T22:55:00,26,230,22,30.875,-5,-7.75,-3.125,33.5,43.75
2018-08-27T23:15:00,41,230,23,30.25,15,-2.5,0.625,31,44.375
2018-08-27T23:55:00,15,230,23,34.75,-26,-2.75,-8.375,28.25,36
2018-08-28T00:55:00,21,220,0,40.5,6,-2.5,-2.5,25.75,33.5
2018-08-28T01:15:00,26,200,1,44.375,5,0,-3.875,25.75,29.625
2018-08-28T01:55:00,26,190,1,43.75,0,-3.75,-3.125,22,26.5
2018-08-28T02:15:00,26,190,2,43.125,0,2.75,0,24.75,26.5
2018-08-28T02:55:00,46,180,2,40,20,6.25,1.875,31,28.375
2018-08-28T03:15:00,46,170,3,37.5,0,5,2.5,36,30.875
2018-08-28T03:55:00,36,160,3,40.75,-10,2.5,-0.625,38.5,30.25
2018-08-28T04:15:00,51,160,4,40.75,15,6.25,4.5,44.75,34.75
2018-08-28T04:55:00,67,150,4,42,16,5.25,5.75,50,40.5
2018-08-28T05:15:00,57,150,5,40.625,-10,2.75,3.875,52.75,44.375
2018-08-28T05:55:00,21,150,5,41.25,-36,-3.75,-0.625,49,43.75
2018-08-28T06:15:00,21,150,6,41.875,0,-7.5,-0.625,41.5,43.125
2018-08-28T07:15:00,21,150,7,43.75,0,-11.5,-3.125,30,40
2018-08-28T07:55:00,26,150,7,46.875,5,-7.75,-2.5,22.25,37.5
2018-08-28T08:15:00,62,150,8,46.875,36,10.25,3.25,32.5,40.75
2018-08-28T08:55:00,51,140,8,45.625,-11,7.5,0,40,40.75
2018-08-28T09:15:00,77,140,9,42.375,26,14,1.25,54,42
2018-08-28T09:55:00,46,140,9,43,-31,5,-1.375,59,40.625
2018-08-28T10:15:00,26,140,10,48.75,-20,-9,0.625,50,41.25
2018-08-28T10:55:00,26,140,10,51.25,0,-6.25,0.625,43.75,41.875
2018-08-28T11:15:00,36,140,11,55.125,10,-10.25,1.875,33.5,43.75
2018-08-28T11:55:00,51,130,11,55.875,15,1.25,3.125,34.75,46.875
2018-08-28T12:15:00,62,130,12,55.25,11,9,0,43.75,46.875
2018-08-28T12:55:00,41,130,12,59.75,-21,3.75,-1.25,47.5,45.625
2018-08-28T13:15:00,51,130,13,62.375,10,3.75,-3.25,51.25,42.375
2018-08-28T13:55:00,51,130,13,61.75,0,0,0.625,51.25,43
2018-08-28T14:15:00,72,130,14,59.125,21,2.5,5.75,53.75,48.75
2018-08-28T14:55:00,46,130,14,61.125,-26,1.25,2.5,55,51.25
2018-08-28T15:15:00,67,130,15,61.125,21,4,3.875,59,55.125
2018-08-28T15:55:00,57,130,15,61.75,-10,1.5,0.75,60.5,55.875
2018-08-28T16:15:00,57,130,16,61.75,0,-3.75,-0.625,56.75,55.25
2018-08-28T16:55:00,77,130,16,59.25,20,7.75,4.5,64.5,59.75
2018-08-28T17:15:00,72,140,17,58,-5,1.25,2.625,65.75,62.375
2018-08-28T17:55:00,46,140,17,58,-26,-2.75,-0.625,63,61.75
2018-08-28T18:15:00,51,140,18,59.375,5,-1.5,-2.625,61.5,59.125
2018-08-28T18:55:00,62,150,18,57.375,11,-3.75,2,57.75,61.125
2018-08-28T19:15:00,67,140,19,53.5,5,-1.25,0,56.5,61.125
2018-08-28T19:55:00,62,150,19,49,-5,4,0.625,60.5,61.75
2018-08-28T20:15:00,57,140,20,44.5,-5,1.5,0,62,61.75
2018-08-28T20:55:00,57,150,20,41.25,0,-1.25,-2.5,60.75,59.25
2018-08-28T21:15:00,62,150,21,38,5,-1.25,-1.25,59.5,58
2018-08-28T21:55:00,46,150,21,35.5,-16,-4,0,55.5,58
2018-08-28T22:15:00,62,150,22,30.375,16,1.25,1.375,56.75,59.375
2018-08-28T22:55:00,46,150,22,27.25,-16,-2.75,-2,54,57.375
2018-08-28T23:15:00,36,150,23,24.625,-10,-6.5,-3.875,47.5,53.5
2018-08-28T23:55:00,26,150,23,23.25,-10,-5,-4.5,42.5,49
2018-08-29T00:15:00,21,150,0,22.5,-5,-10.25,-4.5,32.25,44.5
2018-08-29T00:55:00,31,140,0,20.5,10,-3.75,-3.25,28.5,41.25
2018-08-29T01:15:00,36,130,1,17.875,5,0,-3.25,28.5,38
2018-08-29T01:55:00,26,120,1,17.25,-10,0,-2.5,28.5,35.5
2018-08-29T02:15:00,21,110,2,16.5,-5,0,-5.125,28.5,30.375
2018-08-29T03:55:00,21,100,3,15.75,0,-2.5,-3.125,26,27.25
2018-08-29T04:15:00,15,90,4,17.125,-6,-5.25,-2.625,20.75,24.625
2018-08-29T04:55:00,15,90,4,18.5,0,-2.75,-1.375,18,23.25
2018-08-29T05:15:00,15,90,5,20.5,0,-1.5,-0.75,16.5,22.5
2018-08-29T05:55:00,15,90,5,21.25,0,-1.5,-2,15,20.5
2018-08-29T06:15:00,15,90,6,21.25,0,0,-2.625,15,17.875
2018-08-29T09:55:00,21,80,9,22.5,6,1.5,-0.625,16.5,17.25
2018-08-29T10:15:00,15,90,10,23.875,-6,0,-0.75,16.5,16.5
2018-08-29T10:55:00,15,80,10,27.75,0,0,-0.75,16.5,15.75
2018-08-29T11:15:00,26,80,11,29,11,2.75,1.375,19.25,17.125
2018-08-29T11:55:00,26,80,11,30.25,0,1.25,1.375,20.5,18.5
2018-08-29T12:15:00,31,80,12,30.25,5,4,2,24.5,20.5
2018-08-29T12:55:00,21,100,12,32.125,-10,1.5,0.75,26,21.25
2018-08-29T13:15:00,15,110,13,36,-6,-2.75,0,23.25,21.25
2018-08-29T13:55:00,31,130,13,36.625,16,1.25,1.25,24.5,22.5
2018-08-29T14:15:00,26,140,14,39.125,-5,-1.25,1.375,23.25,23.875
2018-08-29T14:55:00,46,150,14,38.5,20,6.25,3.875,29.5,27.75
